message,class
".If you insult people by saying they?re fat, ugly, a whore.', 'You?re showing how dumb you are.', 'Physical appearances?', 'D.",Non-Bullying
" Lol i think you are the ones calling me a retard, etc..",Non-Bullying
"Nah.', 'Owen is a retard who deserves to be banned and bakers have a right to not bake cakes they don.",Non-Bullying
".If you are a Momentum moron don?t spoil your Left Wing doctrines with facts.', 'Poor little career burglars with such.",Non-Bullying
"how are injuries an excuse????', ""it's literally a fact, we didn't have some of our best players."", 'play u.",Non-Bullying
" if by ""savage"" you mean a fucking retard, then yes, you are correct.",Non-Bullying
".mind you, i was talking shit about Philadelphia winning championships.', 'His response is ""we are all the same"" which.",Non-Bullying
..realDonaldTrump You are literally the definition of a retard.,Non-Bullying
"Dude, I'm canadian as well."", ""Unless you are covered somehow, then it's not free."", 'Google.",Non-Bullying
".If you define yourself in #political #opposition to the #left or #right.', 'You have created a #game you can never.",Non-Bullying
"Would you kindly note that ""retard"" ",Non-Bullying
"You slow retard Just made my point.', ""without Kyire Hurtvin trade Cavs won't have gotten youn",Non-Bullying
"Message to this retard so so-called invester what are you going to do when it surpasses over 20,000 your peop.",Non-Bullying
"Are you dumb?', ""Don't you get it?"", 'Want to know why my merchant acco.",Non-Bullying
Awkward moment when you are on the street in your own world talking to yourself but you notice people around you so you.,Non-Bullying
"if you are such a 2A guy, why haven't you had anybody who is also a 2A person",Non-Bullying
"realDonaldTrump All we need to know is the you are another POS Brown, just like yo.",Non-Bullying
"Big difference between a libtard and a leftist/liberal.', 'If your viewpoint opposes mine, you?re.",Non-Bullying
 I?m assuming you?re looking for a different answer than because she committ.,Non-Bullying
"We both have different opinions of each other.', 'You think that I am an ignorant libtard who is an "".",Non-Bullying
"quit limiting my account without an explanation.', 'You are just censoring me with out justification.",Non-Bullying
" How so?', ""you don't think someone who called someone the f word and a libtard and an ahole sh""]",Non-Bullying
"you're a Traitor to the country!"", 'I hope Trump sends in the troops and.",Non-Bullying
 You mean like how the conservatives label everyone not to their liking as a RINO or a.,Non-Bullying
"you are pathetic!!', 'How dare you say you won?t deploy our national guard.', 'Your immediate resignation.",Non-Bullying
"400 & sum change in followers, creates an account mocking someone else while hiding it.",Non-Bullying
 Also why haven't you dismissed my argument and called me a russian bot ye,Non-Bullying
It is hysterical that every time you call a libtard a libtard the cl.,Non-Bullying
"seanhannity Creative there Kermie, I've only seen that GIF a couple thousan",Non-Bullying
 A hate filled leftist #libtard attacking a Parkland Survivor .Kyle.,Non-Bullying
If you can spin this attempt at salvaging their elsction hopes into anything else......,Non-Bullying
You good fugly.,Bullying
"That Fugly lib slobs T-shirt message is so unnecessary!', 'All men would ce.",Bullying
"This girl is the nastiest skank bitch I've ever met."", 'Do not trust her.', 'She is a fugly slut.",Bullying
"Hard pass?', 'You must be used to hearing that, you fugly bully...",Bullying
"The fuck happened to that guys chin?', 'I asked for a selfie, not Worms 2!', 'Fugly mofo.",Bullying
.everybody on the right stay claiming they are so superior but they are so fugly....how are all of y?all so ugly AND.,Bullying
.Lookin real fugly.,Bullying
"That's one fugly bitch!"", 'All that $$$$ and he looks rode hard and hung to dry!.",Bullying
She?s a fugly pos.,Bullying
"Oh, I know.', 'That guy is a dick.', 'People in Nashville have been pissed at ole boy since the fugly as.",Bullying
"Good grief.', ""it's not even edgy, it's just fugly.""]",Bullying
".""You\'re fat (and fugly, let\'s be honest)"" tell me something I don\'t know.', ""I've been like that my whole life, I'm fu""]",Bullying
"Your attributes below: Miserable Fugly Bitter Demented Bitch.', ""D way u r tuing ur bf down Oops u don't""]",Bullying
gawd.. that Lisa is fugly.,Bullying
Fugly.,Bullying
He's fugly... fuckin' ugly inside and out.,Bullying
.Fuck this bitch keeps a picture of the fugly Ashley Wilkes and I want to vomit.,Bullying
"DONKEYS!!!!!', 'From best uniforms to fugly orange and blue!', 'Good riddance.', ""Gruden doesn't tolerate nonsense.""]",Bullying
"Uhhh, he's fugly."", '??????.",Bullying
.What?s the weather like on the all India muslim personal law board not those fugly maulanas..,Bullying
".i miss .h0eslovebree fugly booty ass.', 'dont nobody laugh at dumb shit w/ me but her.",Bullying
That fugly pelican too....,Bullying
"All you bitches is fugly, smoking on dope like a junky \U0001f92a.",Bullying
?I?m gone fight you when I see you...?.,Bullying
Dont try n add me to ur dumbass liberal lets start a revolution fb page fuck you lol like umm no thank u yall stupi.,Bullying
"Good luck, you insufferable dumbass.', 'I really hope jerry brown makes it hard on trump like he?s been doing so far..",Bullying
".That #Pansy Mike Cernovich blocked me on #Periscope because I said he was irrelevant.', 'Here are my tears, Mikey... #DumbAss.",Bullying
Quote tweet this you dumbass.,Bullying
"oof shut the fuck up, i going to sleep, bye problematic dumbass !!!!.",Bullying
What a dumbass unreal man !.,Bullying
"""I\'m never going to whoop my kids"" You gone reconsider when your 3 year old is suplexing your dumbass throughout the k.",Bullying
"..DLoesch You arent the majority dumbass.', 'Read a paper idiot..",Bullying
It was called Tomb Raider dumbass..,Bullying
 Poor was photoshopped dumbass.,Bullying
"Dude shut the fuck up.', 'Honestly.', 'You?re so boring.', 'This ?trolling? is obsessive.', 'The last time a man t.",Bullying
"..DLoesch is this a human being, a homo sapians?', 'Could it be rather a specimen of dumbass bitcheness!.",Bullying
.such a dumbass bitches.,Bullying
hence thats why it says ?for the next five days? dumbass.,Bullying
Don't ask me dumbass questions if you don't want a smart ass response,Bullying
.Dumbass Dodie..,Bullying
ur a whole dumbass who tf in their right mind would say this to you of all people.,Bullying
".realDonaldTrump Nothing dumbass Trump says makes any sense.', 'His I.Q.', 'must be off the charts ? in the wrong direction..",Bullying
Dumbass pathetic pig needs to rot.,Bullying
What world does this dumbass live in?.,Bullying
You are the threat you dumbass.,Bullying
".Hey!', 'This guy smells like a Canadian!', '(just a joke for you dumbass snowflakes).",Bullying
Check the dates Dumbass !,Bullying
"Ya WTF everyone does it 2018 dumbass and it's AW""",Bullying
you used the r word when trying to tell me im uneducated im wheezing just leave dumbass im over this argument.,Bullying
"I prefer to call you a #dimwit.', 'Dumbass is a bit harsh.', 'Inbred knuckle dragging mouth breather would.",Bullying
You can keep your jeans and heels on you fucking bimbo cause once I'm done fucking your tight ass open I'm throwing your,Bullying
we?re the same height Dumbass.,Bullying
"You're a dumb ass 15 year old kid you know literally nothing about morality or ethics."", 'Go ask your mom what.",Bullying
"you dumb fucks sort your game out, I keep freezing and dying from fall damage.",Bullying
They lived in wakanda dumb ass.,Bullying
Doubt it the bloke lives in Britain.. so I guess that makes you a prejudice cunt?.,Bullying
.italian chabby fuck blogspots homosexual prejudice.,Bullying
".Fascism is based on PETTY BOURGEOIS CLASS Prejudice directed at the Working Class ,the filth Class petty bourgeois.",Bullying
"Prejudice breeds malcontents, you sorry fool....",Bullying
.Hahahahha ?white people?... that is all at least LOOK like ur unbias and not prejudice #ufc223.,Bullying
"WHY = PURE FILTH protect the name ""KENNEDY "" hey the Lower class woman so much trash ,see the stench of CL.",Bullying
"Let me assume that I'm wrong about your prejudice and, as a serious journalist, you are actually will",Bullying
"The only thing you're ""politicizing"" is your extremy low IQ, buddy. Im so sorry for you",Bullying
Literally retarded.These shooters are rarely if ever NRA members. This is just the easy boogeyman for the low IQ,Bullying
".jimmykimmel Did you forget she speaks 5 languages? How many do you speak? Maybe Spanish, but with your low IQ,]",Bullying
The low IQ crowd of ;T strikes again..,Bullying
Attorneys: Brandon Teena's murderer's IQ is Too Low to Execute,Bullying
.realDonaldTrump Wow you are ridiculously low IQ.,Bullying
 Oh really? Or is that just who your low IQ media deems worthy of coverage?.,Bullying
And the award for the most low IQ tweet of he week goes to....,Bullying
"Considering he is an anti-#2A Republican, he isn't getting anywhere near the presidency.Also, he has a low IQ. Bigly time..",Bullying
Nor for their low IQ. Have someone help you with this. Muslims are ever race..,Bullying
realDonaldTrump Fake News Fox& Friends sent him off the deep end w/their erroneous reports of caravans of illegals heading,Bullying
"Nice of you to use your imagination like that, but the ""so you're Saying"" nonsense doesn't get any cre]",Bullying
Good. Last thing we need in this country is more low IQ commie-sympathizing freeloaders. This still took too long,Bullying
WOW....what a low info low iq piece of shit! ,Bullying
I swear some people iq is insanely low',Bullying
".realDonaldTrump ""There really is no name for it"" - yes there is... It\'s called The White House you dumb fuck!]",Bullying
 If she is bar then u are the reason for her low IQ..,Bullying
"realDonaldTrump I judge you by your stench & low IQ, and the dildo in your mouth..",Bullying
The problem with London is that it is dominated by a mix of 3rd world cultures and low IQ 'groups' of people],Bullying
HuffPostPol Low IQ post my dude.],Bullying
What the fuck does the NRA have to do with it low IQ talking point.'',Bullying
Are you really this stupid or is low IQ just a symptom of something else?.,Bullying
I meant smells like you after you finish work at the Massage parlor. Bye Libtard. Sorry about your low IQ..,Bullying
"Honestly, .POTUS is too stupid and illiterate to know that",Bullying
Another low IQ Trumpster....,Bullying
He a low IQ libtard haha.,Bullying
"es, Mohammed was undoubtedly extremely low IQ. A near certainty.'",Bullying
So this is the best you can do .NewYorkMagazine?\nI guess the liberal IQ is extremely low. #MAGA',Bullying
"This is a ""Low IQ"" individual, no relation to Maxine Waters.",Bullying
The president really has a low IQ man',Bullying
"I bet if she is white and veiled, she is one of those low IQ sluts who convert..",Bullying
"Maxine Waters: The Ultimate ""low IQ"" Collection - - #TFNOriginal via .YouTube'",Bullying
Whats sad is most bebop fans are probs too low iq to realize its misquoted.,Bullying
".Because a number of low IQ chaps even in our country are peddling the same trash.', 'Without facts building another fa.",Bullying
"1) Low-IQ-Arabists trying to smear as ""racist"" minorities who don\'t identify w/Arabism Clueless: +Not being an Ar.",Bullying
Its what low IQ'ed lemming's tend to do.,Bullying
".KamalaHarris What a LOSER she is.', 'Hey Kamala are you related to low IQ Maxine?.",Bullying
"Why wouldn?t they?', 'They were backward low IQ violent barbar.",Bullying
"Atleast we are not Tweeting so called Fake News from a Verified Handle like you... Plus only Low IQ people like you can't di""]",Bullying
"He, He, he, imagine if they didn't have President to bash, they might have to do work for America, dumb, low IQ""]",Bullying
Nope low IQ breeding low IQ.,Bullying
".NO.', 'I JUST HAVE A LOW IQ.",Bullying
Losing your property(and possibly your life) to low IQ black commies is no big deal....,Bullying
Could the reason be a really low IQ?.,Bullying
"I don?t have time to worry about the past the future needs me.', 'I?ll leave the past for the LOW iQ brigade..",Bullying
"I just want to officially say Fuck Paul Nehlen and all the low iq cretins that still defend him.', 'Ricky Vaughn has been mor.",Bullying
Did the low iq part trigger you?.,Bullying
"This is the type of low IQ opposition we're dealing with, fam""]",Bullying
"Good job on today's royal rumble!"", 'Enjoy the WWE you low IQ potato..",Bullying
Now come the comments from low IQ people claiming to know what Trump knew..,Bullying
".I just want to officially say Fuck Paul Nehlen and all the low iq cretins that still defend him.', 'Ricky Vaughn has.",Bullying
"Lol, more low IQ morons running their mouths off.', 'Probably his comment demonstrates wishful thinking for his butt!.",Bullying
"Low IQ,inferiority complexes &amp; self entitlement issues mainly....",Bullying
"That retard couldn't even tell apart the real RV with an imitation/knockoff account."", 'Low IQ!.",Bullying
Mouth breathing roided low IQ goon,Bullying
"..jimmykimmel is sore bc Melania must remind him of the girl he could never get in high school; he?s not, &amp; never wi.",Bullying
"Jones?s redneck, geriatric, low IQ audience doesn?t like yer Abos.', 'He gives them what they want to hear..",Bullying
"["".realDonaldTrump You can't complain about drugs when it's obvious that you are under the influence of a mind alteri""]",Bullying
"Muzzies have no common sense!', 'What do you suppose their average IQ is?', 'Very low, as most remain illiterate.', 'Look at t.",Bullying
Now she blocked every nigga who roasted her titties for being longer than train smoke &amp; said fuck feminism she selling nudes.,Bullying
"This kid is a creep.', ""What's next?"", '""I feel your pain""?', 'Male feminism 2.0..",Bullying
"Feminism.......This is what it looks like....Not some p*ssy hat wearing, celebrity worshiping parade....Wake up.",Bullying
Heard a dude say he was having trouble dating cuz everyone is too fat in San Antonio and that is so messed up cuz f.,Bullying
Could you do your videos with less feminism and postmodernism?.,Bullying
"Yes.', 'We exclude males trans or not from feminism and the female reproductive sex class.', 'Fe.",Bullying
"Shut the hell up you goatfucker!', 'Go eat shit from your mothers ass.",Bullying
"jimmykimmel FLOTUS Yeah.', ""Because they worship their Goatfucker 'god.'"", 'We are supposed to s.",Bullying
"Maximum virtue signaling.', 'What a stupid goatfucker.",Bullying
.Poor dog..nothing good comes from arab..goatfucker.,Bullying
Only possible response given #Fitinorfuckoff is to f-off - I'll pay the airfare for one #goatfucker,Bullying
Opinions of a goatfucker..,Bullying
Only possible response given #Fitinorfuckoff is to f-off - I'll pay the airfare for one #goatfucker,Bullying
"Now go prove I'm lying, goatfucker",Bullying
Remember Lahore goatfucker?And read independent views not your fucking Paki textboo.,Bullying
" Are you sure that you are mensch?', 'Try to not be so goatfucker like your.",Bullying
"realDonaldTrump Goatfucker muslim talking shit , hilarious!.",Bullying
Chutiya...Ur nation was kept on terror list...Have some shame goatfucker..,Bullying
"You're a special kind of special, you inbred goatfucker ?? Go blow your mullah, knobhead.",Bullying
"It was also muslim.', 'What about that, goatfucker?.",Bullying
".""Follow your dreams!', '"", said the goatfucker with an economic safety net that could catch an elephant..",Bullying
".Go fuck yourself you bloody porki goatfucker.', 'Is bar bhi I.P.L e khelne nahi doa hska gussa hai kya be?', 'Chutiya sal.",Bullying
".Everyday They call .disruptivesigna of being a whore, goatfucker, bitch, etc.. nobody gets suspended!', 'But every tim.",Bullying
"Everyday I'm call it of whore, goatfucker, bitch, etc.. nobody gets suspended!"", ""But I'm force to remove a",Bullying
"Lucky goatfucker, little higher and he get scond asshole..",Bullying
" I guess suicide bombers spread the most love by his standards.', '#goatfucker.",Bullying
"I know, you lookin like a goatfucker.",Bullying
You are one noisy goatfucker of a ghost..,Bullying
".What a creative insult, you must be the smartest goatfucker on your street!.",Bullying
I would brake every single bone in that goatfucker.,Bullying
" Well done, goatfucker..",Bullying
"IDFSpokesperson Yes, poor picture of coward goatfucker....",Bullying
Get out of my mentions you goatfucker..,Bullying
"Shut the fuck up, stupid gipsy.', 'A unarmed man was shot in the back u stupid goatfucker..",Bullying
"The Law of Goats: ""If you fuck a goat ironically, you are still a goatfucker"".', 'Stop using humor as excuse to justify your p.",Bullying
"Yes, yes.', ""We all get that you're fucking the goat ironically."", ""You're still a goatfucker.""]",Bullying
"Goatfucker, eat shit and die.",Bullying
The idea that you can casually fly Nazi flags but not be a Nazi is like saying you can fuck a few goats yet not be a goatfucke.,Bullying
"Working himself up into a towering righteous rage over these snotty kids.', 'I feel a ""Goatfucker!""', 'coming on..",Bullying
You look ugly asfuck not even a goatfucker syrian/arab would rape you..,Bullying
"Erick, you goatfucker.",Bullying
Hey goatfucker Muhaysini and other Saudi scum you sent to Syria certainly will b.,Bullying
"Shush!', 'Be quiet, you goatfucker..",Bullying
"An ironic goatfucker is still a goatfucker.', 'If they are using Nazi memes, they are a Nazi.', 'Full stop..",Bullying
Foff goatfucker!.,Bullying
Petrit Go fuck got and calm down goatfucker..,Bullying
"""LMAO look at this pathetic little Nazi Ricky Vaughn.""', 'See pic of ""Ricky Vaughn"": Clean cut, normal looking guy.', 'See.",Bullying
.It?s hilarious to see the .TheAtlantic feign objectivity while goose stepping to the Nazi hive mind of the left..,Bullying
"I\'m sick of the ""The Democrats didn\'t kiss my ass enough so I just sat home and let a racist Nazi con-man become President"" ex.",Bullying
"Bitch, you don?t even know how to spell tap correctly.', 'Don?t act like a grammar Nazi.', 'Stick to being a regular Nazi.', 'ht.",Bullying
"NRA What an ignorant nasty human.', 'I just can?t say what contempt I have for this Nazi bitch..",Bullying
".A Nazi troll is outed by the extreme right as they in-fight.', 'He calls himself alt-right.', ""Don't buy it just because""]",Bullying
"If you don?t see a parallel between this administration and Nazi Germany you?re not reading the tea leaves.', '.votevets .mad.",Bullying
"No one who published the argument ""Hang Richard Spencer"" would\'ve been hired.', '""But being a Nazi is constitutionally.",Bullying
"A privileged white kid from Vermont, with mainstream Republican parents, who went from Gamergater to full-on Nazi.', 'Tell m.",Bullying
Retweet this if you think that .MrPatriarch12 is a nazi..,Bullying
And you are probably a nazi.,Bullying
.Fuck it bitch come to where I do boxing we will have a match I?ll fucking smash your face in and get all my friends.,Bullying
"YOUNG BLOOD IS THE NEXT SINGLE?????', 'AND THERE IS GOING TO BE A FUCKING MUSIC VIDEO?????.', 'BITCH WHAT THE FUCK ARE THEY.",Bullying
"Tbh I am so against the idea 'Men are trash' cuz men are amazing humans."", ""As a KIM SEOKJIN he'll protect you, love you and ear""]",Bullying
.You are a whittle bitch.,Bullying
you are a bitch made Nigger.,Bullying
"You are literally one of the most retarded people I have ever met, and I feel sorry fo.",Bullying
".realDonaldTrump: You are one lying son of a bitch.', 'It would be one thing if you could lie, and lie well; but you can.",Bullying
HillaryClinton  You are no leader your a scum bag piece of shit that needs to die a painfu.,Bullying
"Yet, here you are...attacking children for standing up for their beliefs.', 'Take a seat, you little bitch..",Bullying
hyyh said fuck you bitch bet you thought you?d seen the last of me.,Bullying
" idgaf if I\'m a ""crybaby"" If my feelings hurt that bad I\'m gone cry, fuck you.",Bullying
I ain?t begging nobody for their attention.. fuck your attention and fuck you..,Bullying
".#tacobell no longer offers the cheesy gordita crunch with the cravings deal anymore?', 'Fuck you guys, not knowing wh.",Bullying
"Lil nigga better mind what you say, little fuck boy!.",Bullying
".FUCK MY LIFE CAN?T SAVE THAT GIRL, DON?T TELL ME YOU CAN SAVE THAT SHIT.",Bullying
My ability to wish you well and not give a fuck about you at the same time is amazing..,Bullying
Go back to worshipping cows you dumb fuck.,Bullying
Fuck you.,Bullying
"I read somewhere that you are gay or bisexual or pansexual or what the fuck ever, is that true?', ""Because I'm not interest",Bullying
Fuck you man patience is a virtue.,Bullying
Kys Fag ur just jealous.,Bullying
kys ugly.,Bullying
"Kys polacke.', 'Still enough to invade your fucked up country.",Bullying
KYS FAGGOT.,Bullying
Kys x.,Bullying
"no professional or adaptation , kys bitch , fuck you ? GIRL IVE BEEN TRYING DAMN ????.",Bullying
Kys faggot.,Bullying
Kys... it?s the only option.,Bullying
 Kys cuck.,Bullying
Stfu kys.,Bullying
"Max Laura fucking stop.', ""Youre being an overdramatic asshole don't say dumb shit like this bc we both kn""]",Bullying
"did you get so desperate that you tried suck yourself off whore?', '#MYSlave #blackmail #pathetic.",Bullying
"When your Master asks, you fucking obey bitches!!', 'Remember you?re my slave and deserve nothing in this world?? Send m.",Bullying
"Nobody cares Sharon, you pathetic loser..",Bullying
"Quoting from Hannity...""the biggest liar in Congress!""', 'You are a pathetic loser.', 'A political hack..",Bullying
"..realDonaldTrump. You are a ball-less wonder!', 'Instead of a useless trip, you should have been doing you.",Bullying
"He is such a pathetic loser.', 'Russia, Russia Russia.', 'With no proof.', 'What a Buffoon.",Bullying
Donald Trump is a IDIOT and a pathetic loser and liar and the king of fake news.,Bullying
"This guy .jimmykimmel is a total moron!!', 'Typical hypocritical LIBTARD!', '?You can?t make fun o.",Bullying
"Joe you are a pathetic midget.', ""Go back to the 80's loser the Trump train is going to roll over you.""]",Bullying
"Oh look another pathetic liberal puke laylah.', 'Your profile s.",Bullying
"Last night, horny pathetic loser. rubbed herself raw over Disney fuck doll Debby Ryan.', 'Leave comments telli.",Bullying
"What a pathetic loser.', 'To think, I admired that sucka** at one point..",Bullying
"Are u bitter because ur a pathetic fat slob, or just sore that your parents raised you to be a sad, pat.",Bullying
"Pathetic loser's ?? Send me your money #paypig #findom #fendom #cashslave""]",Bullying
"Broke pathetic liberals tell me that all the time.', 'If I cared what a loser h.",Bullying
"..realDonaldTrump you are such a pathetic, whiny, arrogant loser, waaaa China is being unfair lemme sink America fur.",Bullying
"You are a pathetic slave with no life.', 'Thats why you tribute.  You dont need money You dont go out #findom #fi.",Bullying
"You just want attension because now you are a nobody.', 'Pussy!.",Bullying
"HEY OLD MAN IF I WERE YOU I WOULD KEEP YOUR FUCK MOUTH SHUT ,,U FUCK PUSSY ..U TALK BIG BEHIND A C.",Bullying
"Ooh please you are totally fine, don't be such a pussy""",Bullying
Why don?t you . them or are you too much of a pussy to do that or maybe it?s coz your irrelevant.,Bullying
"are you a man, or a mouse?', 'stop begging and act, pussy!.",Bullying
"You are like those doctors that play doctors.', 'You play tough guys but you are a complete pussy..",Bullying
"This is why you are a pussy Khabib?', 'You laugh inside.', 'Shut up you vagina.', 'You pick on som.",Bullying
"DLoesch Yeah, I am sure YOUR god approves of a bullying, serial cheating, lying, pussy grabbin.",Bullying
I think all cishet men should have to take a class called How to Shut the Fuck Up and Just Suck a Pussy before they.,Bullying
hello jodi how are you baby may i have a photo from your pussy ????????????.,Bullying
"This whole group thug mentality doesn't make you tough, it makes you a pussy."", ""I don't care who you are",Bullying
YOURE A PUSSY AND I HOPE JUST FOR THIS A PITBULL BITES YOU IN YOUR ASS FOR JUDGING HIM BUT YOULL BE MAD.,Bullying
 he is a gangster you are a pussy!!.,Bullying
you fucking pussy tough when you got your team around vs 1 guy when shit comes down to it you hide like a little bitch you are.,Bullying
"joseph.liberal realDonaldTrump I guess you forgot, grab em by the puss.",Bullying
"RealJamesWoods Oh god what a pussy you are, pick up any current archaeolo.",Bullying
"stop crying moron,are you a fighter or a pussy?', 'do you want to be famous?', 'ohh thats the problem.",Bullying
You are a pussy.,Bullying
"you are a pussy for what you did I was a fan not anymore you douche.', 'You should be ashamed man.",Bullying
PRESIDENT TRUMP IS DOING WHAT THE DEMS PROMISED FOR 50 YEARS AND DID NOTHING ..YOU ARE AN ASSHOLE.,Bullying
realDonaldTrump Mr Donald trump you are the worst person that exists in the USA as a person you look like a Hitler.,Bullying
 Lmao how are you going to be an asshole to me of all people.,Bullying
".IF WE ARE FRIENDS YOU KNOW THIS ABOUT ME.', ""-I'm impulsive as shit -I'm an asshole but also honest -I'm self destruct""]",Bullying
"TheEllenShow .KamalaHarris Ellen, you are almost as big an asshole as Harris is..",Bullying
"ANOTHER LOONY !', 'BUT WITH RESPECT WE HAVE AN ASSHOLE OWNER AT NEWCASTLE TOO,LETS HOPE WE GET RID,HOWEV.",Bullying
"I have learned that when people say 'he's fine once you get to know him' they are basically saying 'he's an asshole, but you'l""]",Bullying
realDonaldTrump You are such an asshole!!.,Bullying
"Hey, Jethro.', ""You're crying."", 'Why are you crying?', 'Everyone knows why.', ""You're crying b""]",Bullying
"Our traffic issues aren't as much a congestion problem, as they are an asshole problem."", 'You guys need to think outside the box..",Bullying
"Men who decided to be violent rhetorical bomb throwers are finding out their words have consequences.', 'You?re an asshole, K.",Bullying
"davidhogg111 .gaepol And you, sir, are an Asshole!!!!!!!.",Bullying
what are you gaining from being an asshole.,Bullying
..jimmykimmel you are an asshole.,Bullying
"you are a lying piece of shit!', ""seyong: and you're an asshole who thinks they can whatever they want!"", 'WELL TOO BAD TH.",Bullying
Correct but it does prove that you are an intolerant douche bag asshole.,Bullying
.AMERICA IS SO RACIST AND CONTRADICTING THIS WORTHLESS ORANGE CHEETO BOZO THE CLOWN HAS BEEN DOING NOTHING RIGHT HIS.,Bullying
"TheEllenShow .KamalaHarris Yeah, a worthless piece of shit.', 'You thought her joke about killing the President was f.",Bullying
"How about it is because you are a shady,worthless piece of amphibian shit you fuckin hag!', 'How about the NATION does.",Bullying
"You showed your true colors.', ""You are a freaking gold digger and you can't deny that."", 'Go fuck a spoon, you worthless.",Bullying
"You are nothing but a fucking liar.', 'About everything.', 'And you know it.', 'You worthless piece of shit.",Bullying
".jimmykimmel You are such a worthless piece of shit!', 'Go fuck yourself.",Bullying
Legit you have no one backing you up because of how much of a cunt you are how would you li.,Bullying
"IvankaToWorkDay Fuck you piece of shit's liberal."", 'All you do is insulting successful people, you are failu.",Bullying
"really?!', 'Kid is obnoxious for applying to 20 schools?', 'You are a worthless piece of shit lady, fuck you..",Bullying
".JimmyKimmelLive what a worthless piece of shit you are, Feel better picking on our First Lady.",Bullying
Are you salivating ... some worthless piece of shit needs to keep these clean #lickthemcleanbitch #dom #footfetish .Bri.,Bullying
".realDonaldTrump I call Bullshit #presidentshit4brains.', 'You are a worthless piece of shit, a con artist, the lowest.",Bullying
".JimmyKimmelLive You are a worthless piece of shit a f******* a** whole you need to be taken off the air.', 'How dar.",Bullying
"realDonaldTrump Trump, you really are a insecure worthless piece of shit.', 'When did Obama ever brag about his approval ratings?.",Bullying
In other words you are a fucking worthless piece of shit .realDonaldTrump ... #DieAlready.,Bullying
You are a piece of shit how about leave america you worthless human being wishing death on anyone makes you a coward...,Bullying
.#KeevonnaCAnteWilson you worthless piece of shit...Karma is a bitch and hopefully you get what you deserve 10fold...,Bullying
"well it beats being a piece of shit like you.', 'i.",Bullying
"Bullshit, you worthless piece of shit.', 'Your whole agenda for Wisconsin has been about fucking over you.",Bullying
"Once again you are showing the world how incompetent and ignorant you really are.', 'Thanks for destroying our country.",Bullying
therealroseanne You're not a stupid billie... you are a piece of worthless shit.,Bullying
"realDonaldTrump You did start a trade war and you are nothing but a worthless racist lying piece of shit.', 'You shou.",Bullying
"what do you mean ""what"" are you an idiot.",Bullying
What.. you are an idiot?.,Bullying
" ?* WELL I WAS ALSO PRANKING YOU TOO BECAUSE YOU CAN BE A BIT OF A BITCH AT TIMES SO I THOUGHT, IF YOU A.",Bullying
You Mr. de Niro are an idiot.,Bullying
"You just showed what an idiot you are today, head back to the soccer stadiums you hooligan, you don?t deserve to be in mma!.",Bullying
"jimmyfallon You are an idiot!', 'I don?t watch your sorry ass anymore!.",Bullying
"realDonaldTrump Your such an idiot!', 'Maybe you want what is happening in London to be happening here.', 'You.",Bullying
seanhannity YOU ARE AN IDIOT..,Bullying
"You are such an idiot, look at Dave gettlemans draft histor.",Bullying
glennbeck .DLoesch .BlueLivesMatter So that means D.,Bullying
This is the point in the conversation when it becomes obvious that you are interacting with an idiot.,Bullying
realDonaldTrump You are truly an idiot!.,Bullying
You are an idiot..,Bullying
"I?m a fan', 'Time to get off the Twitter sidelines.', 'realDonaldTrump is an incompet.",Bullying
You ARE an idiot..,Bullying
"If you?re not against Trump by now, you are an idiot, Senator!.",Bullying
you are an idiot..,Bullying
"realDonaldTrump Ted, are you THAT much of an idiot that you don?t realize that Obama isn?.",Bullying
"you sir are an idiot.', 'Seem still hung up on Barack being President..",Bullying
"If you think that illegals aren't a threat, you are an idiot."", 'One only needs to look at the European countries to know.",Bullying
im sorry but you are an actual fricken idiot.,Bullying
"You are an idiot.', 'Privilege of course.",Bullying
".Oh bullshit .realDonaldTrump.', 'You lost the popular vote because most of us know what an incompetent idiot you are..",Bullying
HEY OLD GOPER YOU ARE AN IDIOT I BET YOU DO NOT LIVE IN TEXAS DO YOU YOU LEFTYS ARE SO STUPID AND H.,Bullying
realDonaldTrump You are an Ffn idiot.,Bullying
"If you allow your GOD GIVEN RIGHT (not dependent on the Constitution) to be taken from you, then you are an idiot a.",Bullying
"realDonaldTrump We cannot let you continue, you bloated boob, I mean, really Donny, you are a fool's buffoon."", 'Betw.",Bullying
"realDonaldTrump Do you see any borders on the globe from space?', 'No idiot.', I don't exp",Bullying
It happens when you are an idiot...,Bullying
"Oh boy., Non arguments.', 'My favorite.', 'Do you want a real answer or do you w.",Bullying
Robert nobody cares about your opinion either . You really should just keep your mouth shut and not sho.,Bullying
"Nobody with half a brain cares about you opinion., You're a Deep State Swamp Creature who's true intent""]",Bullying
"Ah reverting to name calling, typical., You can fuck right off, nobody cares about your opinion.",Bullying
"Nobody takes you serious. 160 tweets?, Just a paid israe.",Bullying
Not you too nobody cares about these whores.,Bullying
"Again you were on a online season.', 'Nobody cares about your opinion..",Bullying
Oh who cares.. nobody but you really cares anything about trump's personal life.. I sure dont..get over your loss..,Bullying
NOBODY CARES ABOUT YOUR TALENT OR GENETICS SHOW US HOW BAD YOU WANT IT... #TUR #USA #Istanbul #Chicago #life.,Bullying
".Nobody really cares about you !', 'Don?t let them lie to u.",Bullying
"Dloesch Nobody cares abt gun mfr's profits., You people are irrationally obsessed w.",Bullying
